,state_po,county,cor_pred,Repnum,Demnum,FIPS
2827,NJ,Hudson,2,0,2,34017
2828,TN,DeKalb,2,2,0,47041
2829,NJ,Essex,2,0,2,34013
2830,NJ,Cumberland,2,0,2,34011
2831,TN,Davidson,2,0,2,47037
2832,IA,Linn,2,0,2,19113
2833,IA,Polk,2,0,2,19153
2834,NM,Socorro,2,0,2,35053
2835,TN,Hickman,2,2,0,47081
2836,TN,Giles,2,2,0,47055
2837,NM,Cibola,2,0,2,35006
2838,KY,Perry,2,2,0,21193
2839,TN,Haywood,2,0,2,47075
2840,NM,Bernalillo,2,0,2,35001
2841,TN,Henry,2,2,0,47079
2842,TN,Houston,2,1,1,47083
2843,TN,Lewis,2,2,0,47101
2844,TN,Jackson,2,1,1,47087
2845,TN,Gibson,2,2,0,47053
2846,NJ,Union,2,0,2,34039
2847,TN,Franklin,2,2,0,47051
2848,TN,Lake,2,2,0,47095
2849,NM,Grant,2,0,2,35017
2850,NJ,Camden,2,0,2,34007
2851,NJ,Burlington,2,0,2,34005
2852,NJ,Bergen,2,0,2,34003
2853,GA,Wilkinson,2,2,0,13319
2854,IA,Benton,2,1,1,19011
2855,HI,Maui,2,0,2,15009
2856,HI,Kauai,2,0,2,15007
2857,HI,Honolulu,2,0,2,15003
2858,HI,Hawaii,2,0,2,15001
2859,TN,Bedford,2,2,0,47003
2860,LA,Bienville,2,2,0,22013
2861,TN,Robertson,2,2,0,47147
2862,NM,Rio Arriba,2,0,2,35039
2863,NM,San Miguel,2,0,2,35047
2864,TX,Brooks,2,0,2,48047
2865,GA,Warren,2,0,2,13301
2866,NM,Santa Fe,2,0,2,35049
2867,SD,Todd,2,0,2,46121
2868,IA,Black Hawk,2,0,2,19013
2869,NM,Mora,2,0,2,35033
2870,NM,McKinley,2,0,2,35031
2871,TN,Campbell,2,2,0,47013
2872,TN,Cannon,2,2,0,47015
2873,IA,Story,2,0,2,19169
2874,TN,White,2,2,0,47185
2875,KY,Muhlenberg,2,2,0,21177
2876,TN,Warren,2,2,0,47177
2877,NH,Cheshire,2,0,2,33005
2878,IA,Scott,2,0,2,19163
2879,NH,Grafton,2,0,2,33009
2880,NH,Merrimack,2,0,2,33013
2881,TN,Shelby,2,0,2,47157
2882,TN,Crockett,2,2,0,47033
2883,NH,Strafford,2,0,2,33017
2884,NJ,Atlantic,2,0,2,34001
2885,MD,Montgomery,2,0,2,24031
2886,NY,Erie,2,0,2,36029
2887,MD,Prince George's,2,0,2,24033
2888,CT,New London,2,0,2,9011
2889,NC,Northampton,2,0,2,37131
2890,RI,Providence,2,0,2,44007
2891,RI,Newport,2,0,2,44005
2892,TX,Webb,2,0,2,48479
2893,RI,Bristol,2,0,2,44001
2894,FL,Broward,2,0,2,12011
2895,TX,Willacy,2,0,2,48489
2896,MI,Washtenaw,2,0,2,26161
2897,MI,Wayne,2,0,2,26163
2898,NY,Westchester,2,0,2,36119
2899,FL,Alachua,2,0,2,12001
2900,DE,New Castle,2,0,2,10003
2901,TX,Zapata,2,0,2,48505
2902,TX,Zavala,2,0,2,48507
2903,RI,Washington,2,0,2,44009
2904,NC,Orange,2,0,2,37135
2905,NC,Pasquotank,2,0,2,37139
2906,FL,Hernando,2,2,0,12053
2907,FL,Leon,2,0,2,12073
2908,SC,Clarendon,2,0,2,45027
2909,TX,Starr,2,0,2,48427
2910,KY,Carter,2,2,0,21043
2911,NC,Scotland,2,0,2,37165
2912,MI,Marquette,2,0,2,26103
2913,IL,Madison,2,1,1,17119
2914,NY,Ulster,2,0,2,36111
2915,MO,Ste. Genevieve,2,1,1,29186
2916,SC,Bamberg,2,0,2,45009
2917,MI,Oakland,2,0,2,26125
2918,FL,Gadsden,2,0,2,12039
2919,NY,Tompkins,2,0,2,36109
2920,SC,Allendale,2,0,2,45005
2921,CT,Tolland,2,0,2,9013
2922,CT,New Haven,2,0,2,9009
2923,NC,Vance,2,0,2,37181
2924,CT,Middlesex,2,0,2,9007
2925,KY,Bath,2,2,0,21011
2926,IL,St. Clair,2,0,2,17163
2927,MN,Hennepin,2,0,2,27053
2928,NC,Edgecombe,2,0,2,37065
2929,NC,Durham,2,0,2,37063
2930,VA,Arlington,2,0,2,51013
2931,CO,Lake,2,0,2,8065
2932,PA,Montgomery,2,0,2,42091
2933,OH,Clark,2,2,0,39023
2934,KY,Ballard,2,2,0,21007
2935,PA,Mercer,2,2,0,42085
2936,VA,Brunswick,2,0,2,51025
2937,CO,Gilpin,2,0,2,8047
2938,NC,Columbus,2,2,0,37047
2939,PA,Philadelphia,2,0,2,42101
2940,IL,Rock Island,2,0,2,17161
2941,OH,Belmont,2,1,1,39013
2942,CO,Summit,2,0,2,8117
2943,CT,Hartford,2,0,2,9003
2944,CT,Fairfield,2,0,2,9001
2945,IL,Peoria,2,0,2,17143
2946,MN,Big Stone,2,1,1,27011
2947,IL,Perry,2,2,0,17145
2948,MN,Carlton,2,0,2,27017
2949,CO,San Miguel,2,0,2,8113
2950,NC,Halifax,2,0,2,37083
2951,CO,Saguache,2,0,2,8109
2952,NC,Hoke,2,0,2,37093
2953,NC,Hertford,2,0,2,37091
2954,KY,Boyd,2,2,0,21019
2955,NM,Dona Ana,2,0,2,35013
2956,CO,Pitkin,2,0,2,8097
2957,NC,Tyrrell,2,2,0,37177
2958,MI,Muskegon,2,0,2,26121
2959,SC,Dillon,2,0,2,45033
2960,GA,Bibb,2,0,2,13021
2961,TX,Newton,2,2,0,48351
2962,ND,Sioux,2,0,2,38085
2963,SD,Buffalo,2,0,2,46017
2964,NY,Onondaga,2,0,2,36067
2965,ND,Rolette,2,0,2,38079
2966,MI,Arenac,2,1,1,26011
2967,TX,Morris,2,2,0,48343
2968,GA,Cobb,2,2,0,13067
2969,SC,Orangeburg,2,0,2,45075
2970,IL,Franklin,2,2,0,17055
2971,NY,Kings,2,0,2,36047
2972,NC,Warren,2,0,2,37185
2973,SC,Richland,2,0,2,45079
2974,GA,Clayton,2,0,2,13063
2975,SC,Marion,2,0,2,45067
2976,KY,Fulton,2,2,0,21075
2977,ME,York,2,0,2,23031
2978,NY,New York,2,0,2,36061
2979,NY,Nassau,2,0,2,36059
2980,GA,Clay,2,0,2,13061
2981,ME,Sagadahoc,2,0,2,23023
2982,SC,Williamsburg,2,0,2,45089
2983,GA,Clarke,2,0,2,13059
2984,GA,Calhoun,2,0,2,13037
2985,IL,Cook,2,0,2,17031
2986,TX,Maverick,2,0,2,48323
2987,NY,Monroe,2,0,2,36055
2988,ME,Knox,2,0,2,23013
2989,ME,Cumberland,2,0,2,23005
2990,SC,Marlboro,2,0,2,45069
2991,MI,Ingham,2,0,2,26065
2992,SC,Hampton,2,0,2,45049
2993,FL,Miami-Dade,2,0,2,12086
2994,NC,Washington,2,0,2,37187
2995,MI,Kalamazoo,2,0,2,26077
2996,NY,Schenectady,2,0,2,36093
2997,IL,Calhoun,2,1,1,17013
2998,FL,Orange,2,0,2,12095
2999,SC,Fairfield,2,0,2,45039
3000,TX,Robertson,2,2,0,48395
3001,FL,Palm Beach,2,0,2,12099
3002,FL,Pasco,2,2,0,12101
3003,NY,Rockland,2,0,2,36087
3004,IL,Jackson,2,0,2,17077
3005,ME,Hancock,2,0,2,23009
3006,TX,Presidio,2,0,2,48377
3007,NY,Queens,2,0,2,36081
3008,SC,Lee,2,0,2,45061
3009,MI,Genesee,2,0,2,26049
3010,SC,Jasper,2,0,2,45053
3011,FL,Volusia,2,1,1,12127
3012,TX,La Salle,2,0,2,48283
3013,IL,Champaign,2,0,2,17019
3014,AR,Poinsett,1,1,0,5111
3015,AR,Hempstead,1,1,0,5057
3016,TN,Humphreys,1,1,0,47085
3017,AR,Monroe,1,1,0,5095
3018,TN,Lauderdale,1,1,0,47097
3019,TX,Kenedy,1,0,1,48261
3020,AR,Jackson,1,1,0,5067
3021,VA,Buchanan,1,1,0,51027
3022,AR,Lincoln,1,1,0,5079
3023,AR,Little River,1,1,0,5081
3024,KY,Pike,1,1,0,21195
3025,VA,Dickenson,1,1,0,51051
3026,AR,Lawrence,1,1,0,5075
3027,TN,Stewart,1,1,0,47161
3028,AR,Randolph,1,1,0,5121
3029,KY,Breathitt,1,1,0,21025
3030,LA,Pointe Coupee,1,1,0,22077
3031,PA,Beaver,1,1,0,42007
3032,AR,Mississippi,1,1,0,5093
3033,GA,Webster,1,1,0,13307
3034,WV,Brooke,1,1,0,54009
3035,AR,Bradley,1,1,0,5011
3036,LA,Assumption,1,1,0,22007
3037,WV,Fayette,1,1,0,54019
3038,TN,Benton,1,1,0,47005
3039,KY,Knott,1,1,0,21119
3040,AR,Clark,1,1,0,5019
3041,AR,Clay,1,1,0,5021
3042,KY,Floyd,1,1,0,21071
3043,TN,Clay,1,1,0,47027
3044,WV,Logan,1,1,0,54045
3045,TN,Van Buren,1,1,0,47175
3046,TN,Trousdale,1,1,0,47169
3047,WV,Mingo,1,1,0,54059
3048,TN,Smith,1,1,0,47159
3049,PA,Washington,1,1,0,42125
3050,PA,Fayette,1,1,0,42051
3051,TN,Perry,1,1,0,47135
3052,TN,Overton,1,1,0,47133
3053,TN,Grundy,1,1,0,47061
